original_smiles,rationale_smiles,score
C1(C2=CN(CCCN(C)C)C=3C2=CC=CN3)=C(C(=O)NC1=O)C=4C(Cl)=CC=CC4,Cn1ccc(C2=C(c3ccccc3)C(=O)NC2=O)c1,0.71
C1(C2=CN(CCCN(C)C)C=3C2=CC=CN3)=C(C(=O)NC1=O)C=4C(Cl)=CC=CC4,CCn1ccc(C2=C(c3ccccc3)C(=O)NC2=O)c1,0.66
C1(C2=CN(CCCN(C)C)C=3C2=CC=CN3)=C(C(=O)NC1=O)C=4C(Cl)=CC=CC4,Cn1ccc(C2=C(c3ccccc3Cl)C(=O)NC2=O)c1,0.76
C(C)(=O)NC1=CC(=CC=N1)C=2OC(=NN2)SCC=3C=CC=CC3,c1ccc(CSc2nnc(-c3ccncc3)o2)cc1,0.9
FC1=CC=2C(C3=C(C=4C=5C(OC4)=CC=CC5)C(=O)NC3=O)=CN(C2C=C1)CCOC,CCn1ccc(C2=C(c3ccoc3)C(=O)NC2=O)c1,0.57
FC1=CC=2C(C3=C(C=4C=5C(OC4)=CC=CC5)C(=O)NC3=O)=CN(C2C=C1)CCOC,Cn1ccc(C2=C(c3ccoc3)C(=O)NC2=O)c1,0.6
FC1=CC=2C(C3=C(C=4C=5C(OC4)=CC=CC5)C(=O)NC3=O)=CN(C2C=C1)CCOC,O=C1NC(=O)C(c2ccn(CCO)c2)=C1c1ccoc1,0.57
C=1(C=2C3=C(C=CC=C3)N(C)C2)C(=O)NC(C1C=4C=CC=C(C4)NCCCO)=O,Cn1ccc(C2=C(c3ccccc3)C(=O)NC2=O)c1,0.71
C=1(C=2C3=C(C=CC=C3)N(C)C2)C(=O)NC(C1C=4C=CC=C(C4)NCCCO)=O,Cn1ccc(C2=C(c3cccc(N)c3)C(=O)NC2=O)c1,0.69
O1N=C(C=2N(C3=C(N2)C=NC=C3C(=O)N4CC(N)CC4)CC)C(=N1)N,CCn1c(-c2nonc2N)nc2cncc(CN)c21,0.79
O1N=C(C=2N(C3=C(N2)C=NC=C3C(=O)N4CC(N)CC4)CC)C(=N1)N,CCn1c(-c2nonc2N)nc2cncc(C)c21,0.75
O1N=C(C=2N(C3=C(N2)C=NC=C3C(=O)N4CC(N)CC4)CC)C(=N1)N,CCn1c(-c2nonc2N)nc2cnccc21,0.86
O1N=C(C=2N(C3=C(N2)C=NC=C3C(=O)N4CC(N)CC4)CC)C(=N1)N,Cn1c(-c2nonc2N)nc2cnccc21,0.91
O1N=C(C=2N(C3=C(N2)C=NC=C3C(=O)N4CC(N)CC4)CC)C(=N1)N,CCn1c(-c2nonc2N)nc2cncc(C(N)=O)c21,0.68
O1N=C(C=2N(C3=C(N2)C=NC=C3C(=O)N4CC(N)CC4)CC)C(=N1)N,CCn1c(-c2nonc2N)nc2cncc(C=O)c21,0.75
O1N=C(C=2N(C3=C(N2)C=NC=C3C(=O)N4CC(N)CC4)CC)C(=N1)N,Cn1c(-c2nonc2N)nc2cncc(C=O)c21,0.65
O1N=C(C=2N(C3=C(N2)C=NC=C3C(=O)N4CC(N)CC4)CC)C(=N1)N,Cc1cncc2nc(-c3nonc3N)n(C)c12,0.64
O1N=C(C=2N(C3=C(N2)C=NC=C3C(=O)N4CC(N)CC4)CC)C(=N1)N,Cn1c(-c2nonc2N)nc2cncc(CN)c21,0.67
O1N=C(C=2N(C3=C(N2)C=NC=C3C(=O)N4CC(N)CC4)CC)C(=N1)N,Cn1c(-c2nonc2N)nc2cncc(C(N)=O)c21,0.53
C1(=C(C=CC=C1)N(=O)=O)C2C(=NC3=CC(=C(C=C3)O)Cl)C(=O)NC2=O,O=C1NC(=O)C(c2ccccc2)C1=Nc1ccccc1,0.97
C1(C(C(=O)NC1=O)=NC2=CC=C(C=C2)SC)C3=CC=C(C=C3)Cl,O=C1NC(=O)C(c2ccccc2)C1=Nc1ccccc1,0.97
OC=1C(=CC(NC=2N=C(N=CN2)C=3C=CC=CC3)=CC1)CN,c1ccc(Nc2ncnc(-c3ccccc3)n2)cc1,0.5
S1C2=C(C(C3=CC(F)=CC=C3)=CN=C2)C=C1C(=O)N,NC(=O)c1cc2c(-c3ccccc3)cncc2s1,0.93
S1C2=C(C(C3=CC(F)=CC=C3)=CN=C2)C=C1C(=O)N,NCc1cc2c(-c3ccccc3)cncc2s1,0.5
S1C2=C(C(C3=CC(F)=CC=C3)=CN=C2)C=C1C(=O)N,O=Cc1cc2c(-c3cccc(F)c3)cncc2s1,0.52
S1C2=C(C(C3=CC(F)=CC=C3)=CN=C2)C=C1C(=O)N,Cc1cc2c(-c3cccc(F)c3)cncc2s1,0.52
S1C2=C(C(C3=CC(F)=CC=C3)=CN=C2)C=C1C(=O)N,NCc1cc2c(-c3cccc(F)c3)cncc2s1,0.5
OC=1N2N=CC(=C2N=C(C1)C=3C=CN=CC3)C(OCC)=O,CCOCc1cnn2c(O)cc(-c3ccncc3)nc12,0.67
OC=1N2N=CC(=C2N=C(C1)C=3C=CN=CC3)C(OCC)=O,COCc1cnn2c(O)cc(-c3ccncc3)nc12,0.62
OC=1N2N=CC(=C2N=C(C1)C=3C=CN=CC3)C(OCC)=O,OCc1cnn2c(O)cc(-c3ccncc3)nc12,0.69
OC=1N2N=CC(=C2N=C(C1)C=3C=CN=CC3)C(OCC)=O,Cc1cnn2c(O)cc(-c3ccncc3)nc12,0.57
OC=1N2N=CC(=C2N=C(C1)C=3C=CN=CC3)C(OCC)=O,COC(=O)c1cnn2c(O)cc(-c3ccncc3)nc12,0.64
OC=1N2N=CC(=C2N=C(C1)C=3C=CN=CC3)C(OCC)=O,O=C(O)c1cnn2c(O)cc(-c3ccncc3)nc12,0.62
OC=1N2N=CC(=C2N=C(C1)C=3C=CN=CC3)C(OCC)=O,O=Cc1cnn2c(O)cc(-c3ccncc3)nc12,0.58
O/N=C/C=1C(=NN(C1)C2=CC=CC=C2)C=3C=CC(=CC3)C,O/N=C/c1cn(-c2ccccc2)nc1-c1ccccc1,0.9
C1(=CC=C2N(C=C(C2=C1)C=3C(NC(=O)C3C4=COC=5C4=CC=C(C5)OCC#C)=O)C)Br,Cn1ccc(C2=C(c3ccoc3)C(=O)NC2=O)c1,0.6
O1C(=NN=C1SCC2=CC=C(CC(O)=O)C=C2)C3=CC=NC=C3,Cc1ccc(CSc2nnc(-c3ccncc3)o2)cc1,0.68
O1C(=NN=C1SCC2=CC=C(CC(O)=O)C=C2)C3=CC=NC=C3,c1ccc(CSc2nnc(-c3ccncc3)o2)cc1,0.9
C=1(C=C2C(=CNC2=CC1)C=3N=C(N=CC3)N)Br,Nc1nccc(-c2c[nH]c3ccccc23)n1,0.76
C=1(C=C2C(=CNC2=CC1)C=3N=C(N=CC3)N)Br,Brc1ccc2[nH]cc(-c3ccncn3)c2c1,0.7
ClC1=NC(=NC(C=2C3=C(NC2)N=CC=C3)=C1)NC4CC(N)CCC4,CNc1nccc(-c2c[nH]c3ncccc23)n1,0.95
ClC1=NC(=NC(C=2C3=C(NC2)N=CC=C3)=C1)NC4CC(N)CCC4,Nc1nccc(-c2c[nH]c3ncccc23)n1,0.94
ClC1=NC(=NC(C=2C3=C(NC2)N=CC=C3)=C1)NC4CC(N)CCC4,CNc1nc(Cl)cc(-c2c[nH]c3ncccc23)n1,0.92
ClC1=NC(=NC(C=2C3=C(NC2)N=CC=C3)=C1)NC4CC(N)CCC4,Nc1nc(Cl)cc(-c2c[nH]c3ncccc23)n1,0.99
ClC1=NC(=NC(C=2C3=C(NC2)N=CC=C3)=C1)NC4CC(N)CCC4,Clc1cc(-c2c[nH]c3ncccc23)ncn1,0.98
ClC1=NC(=NC(C=2C3=C(NC2)N=CC=C3)=C1)NC4CC(N)CCC4,NC1CCCC(Nc2nccc(-c3cc[nH]c3)n2)C1,0.67
ClC1=NC(=NC(C=2C3=C(NC2)N=CC=C3)=C1)NC4CC(N)CCC4,c1cc(-c2cc[nH]c2)nc(NC2CCCCC2)n1,0.66
C1(=C(C(=O)NC1=O)NC2=CC(Cl)=C(C(=C2)Cl)O)C=3C=CC(=CC3)OC,O=C1NC(=O)C(c2ccccc2)=C1Nc1ccccc1,0.86
C(C=1C=CN=CC1)(=O)N/N=C/C2=CC=C(C=C2)CC,O=C(N/N=C/c1ccccc1)c1ccncc1,0.73
C1(=C(C(=O)NC1=O)C=2C(C(F)(F)F)=CC=CC2)C3=CN(CCCO)C=4C3=CC=CN4,Cn1ccc(C2=C(c3ccccc3)C(=O)NC2=O)c1,0.71
C1(=C(C(=O)NC1=O)C=2C(C(F)(F)F)=CC=CC2)C3=CN(CCCO)C=4C3=CC=CN4,Cc1ccccc1C1=C(c2ccn(C)c2)C(=O)NC1=O,0.72
C1(=C(C(=O)NC1=O)C=2C(C(F)(F)F)=CC=CC2)C3=CN(CCCO)C=4C3=CC=CN4,CCn1ccc(C2=C(c3ccccc3)C(=O)NC2=O)c1,0.66
N1C(CC2=C(NC3=C2C=C(C=C3)Br)C4=C1C=C(C=C4)O)=O,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ccccc2N1,1.0
N1C(CC2=C(NC3=C2C=C(C=C3)Br)C4=C1C=C(C=C4)O)=O,O=C1Cc2c([nH]c3ccccc23)-c2ccccc2N1,0.96
N1C(CC2=C(NC3=C2C=C(C=C3)Br)C4=C1C=C(C=C4)O)=O,O=C1Cc2c([nH]c3ccccc23)-c2ccc(O)cc2N1,0.85
N1C(CC2=C(NC3=C2C=C(C=C3)Br)C4=C1C=C(C=C4)O)=O,Brc1ccc2[nH]c3c(c2c1)CCNc1ccccc1-3,0.52
C=1C=CC=2NC(/C(=C\C=3NC(=C(C3C)C(OCC)=O)C)/C2C1)=O,Cc1[nH]c(/C=C2\C(=O)Nc3ccccc32)c(C)c1C=O,0.76
C=1C=CC=2NC(/C(=C\C=3NC(=C(C3C)C(OCC)=O)C)/C2C1)=O,Cc1[nH]c(/C=C2\C(=O)Nc3ccccc32)cc1C=O,0.81
C=1C=CC=2NC(/C(=C\C=3NC(=C(C3C)C(OCC)=O)C)/C2C1)=O,Cc1cc(/C=C2\C(=O)Nc3ccccc32)[nH]c1C,0.82
C=1C=CC=2NC(/C(=C\C=3NC(=C(C3C)C(OCC)=O)C)/C2C1)=O,Cc1ccc(/C=C2\C(=O)Nc3ccccc32)[nH]1,0.79
C=1C=CC=2NC(/C(=C\C=3NC(=C(C3C)C(OCC)=O)C)/C2C1)=O,O=C1Nc2ccccc2/C1=C/c1ccc[nH]1,0.88
C=1C=CC=2NC(/C(=C\C=3NC(=C(C3C)C(OCC)=O)C)/C2C1)=O,Cc1[nH]c(/C=C2\C(=O)Nc3ccccc32)c(C)c1CO,0.72
C=1C=CC=2NC(/C(=C\C=3NC(=C(C3C)C(OCC)=O)C)/C2C1)=O,Cc1[nH]c(/C=C2\C(=O)Nc3ccccc32)c(C)c1C,0.79
C=1C=CC=2NC(/C(=C\C=3NC(=C(C3C)C(OCC)=O)C)/C2C1)=O,Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1,0.96
C=1C=CC=2NC(/C(=C\C=3NC(=C(C3C)C(OCC)=O)C)/C2C1)=O,Cc1cc[nH]c1/C=C1\C(=O)Nc2ccccc21,0.76
C=1C=CC=2NC(/C(=C\C=3NC(=C(C3C)C(OCC)=O)C)/C2C1)=O,COCc1c[nH]c(/C=C2\C(=O)Nc3ccccc32)c1C,0.68
C=1C=CC=2NC(/C(=C\C=3NC(=C(C3C)C(OCC)=O)C)/C2C1)=O,Cc1c(CO)c[nH]c1/C=C1\C(=O)Nc2ccccc21,0.65
C=1C=CC=2NC(/C(=C\C=3NC(=C(C3C)C(OCC)=O)C)/C2C1)=O,Cc1c[nH]c(/C=C2\C(=O)Nc3ccccc32)c1C,0.71
C=1C=CC=2NC(/C(=C\C=3NC(=C(C3C)C(OCC)=O)C)/C2C1)=O,Cc1c[nH]c(/C=C2\C(=O)Nc3ccccc32)c1,0.79
C=1C=CC=2NC(/C(=C\C=3NC(=C(C3C)C(OCC)=O)C)/C2C1)=O,COCc1cc(/C=C2\C(=O)Nc3ccccc32)[nH]c1C,0.7
C=1C=CC=2NC(/C(=C\C=3NC(=C(C3C)C(OCC)=O)C)/C2C1)=O,Cc1[nH]c(/C=C2\C(=O)Nc3ccccc32)cc1CO,0.68
C=1C=CC=2NC(/C(=C\C=3NC(=C(C3C)C(OCC)=O)C)/C2C1)=O,O=C1Nc2ccccc2/C1=C/c1cc(CO)c[nH]1,0.64
C=1C=CC=2NC(/C(=C\C=3NC(=C(C3C)C(OCC)=O)C)/C2C1)=O,CCOCc1c[nH]c(/C=C2\C(=O)Nc3ccccc32)c1,0.57
C=1C=CC=2NC(/C(=C\C=3NC(=C(C3C)C(OCC)=O)C)/C2C1)=O,COCc1c[nH]c(/C=C2\C(=O)Nc3ccccc32)c1,0.61
C=1C=CC=2NC(/C(=C\C=3NC(=C(C3C)C(OCC)=O)C)/C2C1)=O,Cc1c(C(=O)O)c[nH]c1/C=C1\C(=O)Nc2ccccc21,0.62
C=1C=CC=2NC(/C(=C\C=3NC(=C(C3C)C(OCC)=O)C)/C2C1)=O,Cc1c(C=O)c[nH]c1/C=C1\C(=O)Nc2ccccc21,0.78
C=1C=CC=2NC(/C(=C\C=3NC(=C(C3C)C(OCC)=O)C)/C2C1)=O,O=Cc1c[nH]c(/C=C2\C(=O)Nc3ccccc32)c1,0.77
C=1C=CC=2NC(/C(=C\C=3NC(=C(C3C)C(OCC)=O)C)/C2C1)=O,COC(=O)c1c[nH]c(/C=C2\C(=O)Nc3ccccc32)c1,0.58
C=1C=CC=2NC(/C(=C\C=3NC(=C(C3C)C(OCC)=O)C)/C2C1)=O,O=C1Nc2ccccc2/C1=C/c1cc(C(=O)O)c[nH]1,0.64
C=1C=CC=2NC(/C(=C\C=3NC(=C(C3C)C(OCC)=O)C)/C2C1)=O,Cc1[nH]c(/C=C2\C(=O)Nc3ccccc32)cc1C(=O)O,0.65
FC=1C(C=2C=C3NC=4C(NC(=O)C3=CC2)=CC=CC4)=CC=NC1,O=C1NC=CNc2cc(-c3ccncc3)ccc21,0.74
FC=1C(C=2C=C3NC=4C(NC(=O)C3=CC2)=CC=CC4)=CC=NC1,C1=CNc2cc(-c3ccncc3)ccc2CN1,0.53
FC=1C(C=2C=C3NC=4C(NC(=O)C3=CC2)=CC=CC4)=CC=NC1,O=C1NC=CNc2cc(-c3ccncc3F)ccc21,0.61
N1=CN=C2N=C(C=3C=CC=C(C3)C#N)NC2=C1NC(=O)C4CC4,c1ccc(-c2nc3ncnc(NCC4CC4)c3[nH]2)cc1,0.81
N1=CN=C2N=C(C=3C=CC=C(C3)C#N)NC2=C1NC(=O)C4CC4,CCNc1ncnc2nc(-c3ccccc3)[nH]c12,0.82
N1=CN=C2N=C(C=3C=CC=C(C3)C#N)NC2=C1NC(=O)C4CC4,CNc1ncnc2nc(-c3ccccc3)[nH]c12,0.82
N1=CN=C2N=C(C=3C=CC=C(C3)C#N)NC2=C1NC(=O)C4CC4,N#Cc1cccc(-c2nc3ncnc(NC=O)c3[nH]2)c1,0.85
N1=CN=C2N=C(C=3C=CC=C(C3)C#N)NC2=C1NC(=O)C4CC4,CNc1ncnc2nc(-c3cccc(C#N)c3)[nH]c12,0.86
N1=CN=C2N=C(C=3C=CC=C(C3)C#N)NC2=C1NC(=O)C4CC4,CNc1ncnc2nc(-c3cccc(C)c3)[nH]c12,0.73
N1=CN=C2N=C(C=3C=CC=C(C3)C#N)NC2=C1NC(=O)C4CC4,CCNc1ncnc2nc(-c3cccc(C#N)c3)[nH]c12,0.82
N1=CN=C2N=C(C=3C=CC=C(C3)C#N)NC2=C1NC(=O)C4CC4,CCNc1ncnc2nc(-c3cccc(C)c3)[nH]c12,0.7
N1=CN=C2N=C(C=3C=CC=C(C3)C#N)NC2=C1NC(=O)C4CC4,CC(=O)Nc1ncnc2nc(-c3cccc(C)c3)[nH]c12,0.76
N1=CN=C2N=C(C=3C=CC=C(C3)C#N)NC2=C1NC(=O)C4CC4,CC(=O)Nc1ncnc2nc(-c3ccccc3)[nH]c12,0.8
N1=CN=C2N=C(C=3C=CC=C(C3)C#N)NC2=C1NC(=O)C4CC4,O=CNc1ncnc2nc(-c3ccccc3)[nH]c12,0.8
N1=CN=C2N=C(C=3C=CC=C(C3)C#N)NC2=C1NC(=O)C4CC4,Cc1cccc(-c2nc3ncnc(NC=O)c3[nH]2)c1,0.75
O=C(NC1=NC=NC=2NC(=NC12)C3=CC(=CC=C3)C#N)C4CC4,CC(=O)Nc1ncnc2[nH]c(-c3ccccc3)nc12,0.97
O=C(NC1=NC=NC=2NC(=NC12)C3=CC(=CC=C3)C#N)C4CC4,CCNc1ncnc2[nH]c(-c3ccccc3)nc12,0.93
O=C(NC1=NC=NC=2NC(=NC12)C3=CC(=CC=C3)C#N)C4CC4,CNc1ncnc2[nH]c(-c3ccccc3)nc12,0.89
O=C(NC1=NC=NC=2NC(=NC12)C3=CC(=CC=C3)C#N)C4CC4,Nc1ncnc2[nH]c(-c3ccccc3)nc12,0.58
O=C(NC1=NC=NC=2NC(=NC12)C3=CC(=CC=C3)C#N)C4CC4,CCNc1ncnc2[nH]c(-c3cccc(C#N)c3)nc12,0.91
O=C(NC1=NC=NC=2NC(=NC12)C3=CC(=CC=C3)C#N)C4CC4,CNc1ncnc2[nH]c(-c3cccc(C#N)c3)nc12,0.87
O=C(NC1=NC=NC=2NC(=NC12)C3=CC(=CC=C3)C#N)C4CC4,CNc1ncnc2[nH]c(-c3cccc(C)c3)nc12,0.77
O=C(NC1=NC=NC=2NC(=NC12)C3=CC(=CC=C3)C#N)C4CC4,c1ccc(-c2nc3c(NCC4CC4)ncnc3[nH]2)cc1,0.92
O=C(NC1=NC=NC=2NC(=NC12)C3=CC(=CC=C3)C#N)C4CC4,CC(=O)Nc1ncnc2[nH]c(-c3cccc(C)c3)nc12,0.89
O=C(NC1=NC=NC=2NC(=NC12)C3=CC(=CC=C3)C#N)C4CC4,CCNc1ncnc2[nH]c(-c3cccc(C)c3)nc12,0.8
O=C(NC1=NC=NC=2NC(=NC12)C3=CC(=CC=C3)C#N)C4CC4,Cc1cccc(-c2nc3c(N)ncnc3[nH]2)c1,0.51
O=C(NC1=NC=NC=2NC(=NC12)C3=CC(=CC=C3)C#N)C4CC4,Cc1cccc(-c2nc3c(NC=O)ncnc3[nH]2)c1,0.79
O=C(NC1=NC=NC=2NC(=NC12)C3=CC(=CC=C3)C#N)C4CC4,O=CNc1ncnc2[nH]c(-c3ccccc3)nc12,0.87
O=C(NC1=NC=NC=2NC(=NC12)C3=CC(=CC=C3)C#N)C4CC4,N#Cc1cccc(-c2nc3c(NC=O)ncnc3[nH]2)c1,0.87
C1(=C(C(=O)NC1=O)NC=2C=C(O)C=CC2)C3=CC=C(C=C3)OC,O=C1NC(=O)C(c2ccccc2)=C1Nc1ccccc1,0.86
C=1(C(=CC2=NNC(=C2C1)NC(=O)CCC)Cl)C3=CC=C(C=C3)N,CCC(=O)Nc1[nH]nc2ccc(-c3ccccc3)cc12,0.69
C=1(C(=CC2=NNC(=C2C1)NC(=O)CCC)Cl)C3=CC=C(C=C3)N,CC(=O)Nc1[nH]nc2ccc(-c3ccccc3)cc12,0.65
C=1(C(=CC2=NNC(=C2C1)NC(=O)CCC)Cl)C3=CC=C(C=C3)N,O=CNc1[nH]nc2ccc(-c3ccccc3)cc12,0.51
C=1(C(=CC2=NNC(=C2C1)NC(=O)CCC)Cl)C3=CC=C(C=C3)N,CNc1[nH]nc2ccc(-c3ccccc3)cc12,0.54
C=1(C(=CC2=NNC(=C2C1)NC(=O)CCC)Cl)C3=CC=C(C=C3)N,Nc1[nH]nc2ccc(-c3ccccc3)cc12,0.7
C=1(C(=CC2=NNC(=C2C1)NC(=O)CCC)Cl)C3=CC=C(C=C3)N,CC(=O)Nc1[nH]nc2ccc(-c3ccc(N)cc3)cc12,0.68
C=1(C(=CC2=NNC(=C2C1)NC(=O)CCC)Cl)C3=CC=C(C=C3)N,Nc1ccc(-c2ccc3n[nH]c(NC=O)c3c2)cc1,0.61
C=1(C(=CC2=NNC(=C2C1)NC(=O)CCC)Cl)C3=CC=C(C=C3)N,CNc1[nH]nc2ccc(-c3ccc(N)cc3)cc12,0.63
C=1(C(=CC2=NNC(=C2C1)NC(=O)CCC)Cl)C3=CC=C(C=C3)N,Nc1ccc(-c2ccc3n[nH]c(N)c3c2)cc1,0.71
C=1(C(=CC2=NNC(=C2C1)NC(=O)CCC)Cl)C3=CC=C(C=C3)N,CC(=O)Nc1[nH]nc2cc(Cl)c(-c3ccccc3)cc12,0.54
C=1(C(=CC2=NNC(=C2C1)NC(=O)CCC)Cl)C3=CC=C(C=C3)N,CCCNc1[nH]nc2ccc(-c3ccc(N)cc3)cc12,0.6
C=1(C(=CC2=NNC(=C2C1)NC(=O)CCC)Cl)C3=CC=C(C=C3)N,CCNc1[nH]nc2ccc(-c3ccc(N)cc3)cc12,0.57
C=1(C(=CC2=NNC(=C2C1)NC(=O)CCC)Cl)C3=CC=C(C=C3)N,CNc1[nH]nc2cc(Cl)c(-c3ccc(N)cc3)cc12,0.52
C=1(C(=CC2=NNC(=C2C1)NC(=O)CCC)Cl)C3=CC=C(C=C3)N,Nc1ccc(-c2cc3c(N)[nH]nc3cc2Cl)cc1,0.57
C=1(C(=CC2=NNC(=C2C1)NC(=O)CCC)Cl)C3=CC=C(C=C3)N,Nc1[nH]nc2cc(Cl)c(-c3ccccc3)cc12,0.58
S1C=C(C2=CC3=C(C=C2)C=NC(NCCO)=C3)C=C1,CCNc1cc2cc(-c3ccsc3)ccc2cn1,0.53
ClC=1C(=CC=2C(=NNC2NC(=O)CCC)C1F)C3=CC=CC=C3,CCC(=O)Nc1[nH]nc2ccc(-c3ccccc3)cc12,0.69
ClC=1C(=CC=2C(=NNC2NC(=O)CCC)C1F)C3=CC=CC=C3,CC(=O)Nc1[nH]nc2ccc(-c3ccccc3)cc12,0.65
ClC=1C(=CC=2C(=NNC2NC(=O)CCC)C1F)C3=CC=CC=C3,O=CNc1[nH]nc2ccc(-c3ccccc3)cc12,0.51
ClC=1C(=CC=2C(=NNC2NC(=O)CCC)C1F)C3=CC=CC=C3,CNc1[nH]nc2ccc(-c3ccccc3)cc12,0.54
ClC=1C(=CC=2C(=NNC2NC(=O)CCC)C1F)C3=CC=CC=C3,Nc1[nH]nc2ccc(-c3ccccc3)cc12,0.7
ClC=1C(=CC=2C(=NNC2NC(=O)CCC)C1F)C3=CC=CC=C3,CC(=O)Nc1[nH]nc2cc(Cl)c(-c3ccccc3)cc12,0.54
ClC=1C(=CC=2C(=NNC2NC(=O)CCC)C1F)C3=CC=CC=C3,Nc1[nH]nc2cc(Cl)c(-c3ccccc3)cc12,0.58
ClC=1C(=CC=2C(=NNC2NC(=O)CCC)C1F)C3=CC=CC=C3,Nc1[nH]nc2c(F)cc(-c3ccccc3)cc12,0.58
O(C=1C(NC2=NC(NC(CC)C)=NC(N)=C2N(=O)=O)=CC(OC)=CC1)C,CNc1nc(N)c([N+](=O)[O-])c(Nc2ccccc2O)n1,0.77
O(C=1C(NC2=NC(NC(CC)C)=NC(N)=C2N(=O)=O)=CC(OC)=CC1)C,CNc1nc(N)c([N+](=O)[O-])c(Nc2ccccc2)n1,0.73
O(C=1C(NC2=NC(NC(CC)C)=NC(N)=C2N(=O)=O)=CC(OC)=CC1)C,CNc1ncc([N+](=O)[O-])c(Nc2ccccc2)n1,0.53
O(C=1C(NC2=NC(NC(CC)C)=NC(N)=C2N(=O)=O)=CC(OC)=CC1)C,CNc1ncc([NH3+])c(Nc2ccccc2)n1,0.51
O(C=1C(NC2=NC(NC(CC)C)=NC(N)=C2N(=O)=O)=CC(OC)=CC1)C,CCNc1nc(N)c([N+](=O)[O-])c(Nc2ccccc2)n1,0.84
O(C=1C(NC2=NC(NC(CC)C)=NC(N)=C2N(=O)=O)=CC(OC)=CC1)C,CCNc1ncc([N+](=O)[O-])c(Nc2ccccc2)n1,0.54
O(C=1C(NC2=NC(NC(CC)C)=NC(N)=C2N(=O)=O)=CC(OC)=CC1)C,CCCNc1ncc([N+](=O)[O-])c(Nc2ccccc2)n1,0.53
O(C=1C(NC2=NC(NC(CC)C)=NC(N)=C2N(=O)=O)=CC(OC)=CC1)C,CCNc1ncc([N+](=O)[O-])c(Nc2cccc(O)c2)n1,0.55
O(C=1C(NC2=NC(NC(CC)C)=NC(N)=C2N(=O)=O)=CC(OC)=CC1)C,CC(C)Nc1ncc([N+](=O)[O-])c(Nc2ccccc2)n1,0.53
O(C=1C(NC2=NC(NC(CC)C)=NC(N)=C2N(=O)=O)=CC(OC)=CC1)C,CC(C)Nc1ncc([NH3+])c(Nc2ccccc2)n1,0.53
O(C=1C(NC2=NC(NC(CC)C)=NC(N)=C2N(=O)=O)=CC(OC)=CC1)C,CNc1nc(N)c([N+](=O)[O-])c(Nc2cccc(O)c2)n1,0.63
O=C(N(C=1C=CC(NC2=NC(NC3CC3)=C4N=CNC4=N2)=CC1)CC)C,CN(C)c1ccc(Nc2nccc(NC3CC3)n2)cc1,0.72
O=C(N(C=1C=CC(NC2=NC(NC3CC3)=C4N=CNC4=N2)=CC1)CC)C,CNc1ccc(Nc2nccc(NC3CC3)n2)cc1,0.72
O=C(N(C=1C=CC(NC2=NC(NC3CC3)=C4N=CNC4=N2)=CC1)CC)C,Nc1ccc(Nc2nccc(NC3CC3)n2)cc1,0.75
O=C(N(C=1C=CC(NC2=NC(NC3CC3)=C4N=CNC4=N2)=CC1)CC)C,c1ccc(Nc2nccc(NC3CC3)n2)cc1,0.74
O=C(N(C=1C=CC(NC2=NC(NC3CC3)=C4N=CNC4=N2)=CC1)CC)C,CNc1nc(Nc2ccc(N)cc2)nc2[nH]cnc12,0.58
O=C(N(C=1C=CC(NC2=NC(NC3CC3)=C4N=CNC4=N2)=CC1)CC)C,CNc1ccnc(Nc2ccc(N)cc2)n1,0.68
O=C(N(C=1C=CC(NC2=NC(NC3CC3)=C4N=CNC4=N2)=CC1)CC)C,O=CNc1ccc(Nc2nccc(NC3CC3)n2)cc1,0.72
O=C(N(C=1C=CC(NC2=NC(NC3CC3)=C4N=CNC4=N2)=CC1)CC)C,CNc1ccnc(Nc2ccc(NC=O)cc2)n1,0.67
O=C(N(C=1C=CC(NC2=NC(NC3CC3)=C4N=CNC4=N2)=CC1)CC)C,CNc1ccc(Nc2nccc(NC)n2)cc1,0.69
O=C(N(C=1C=CC(NC2=NC(NC3CC3)=C4N=CNC4=N2)=CC1)CC)C,CNc1ccc(Nc2nccc(N)n2)cc1,0.57
O=C(N(C=1C=CC(NC2=NC(NC3CC3)=C4N=CNC4=N2)=CC1)CC)C,CCNc1ccc(Nc2nccc(NC3CC3)n2)cc1,0.68
O=C(N(C=1C=CC(NC2=NC(NC3CC3)=C4N=CNC4=N2)=CC1)CC)C,CCNc1ccc(Nc2nccc(NC)n2)cc1,0.67
O=C(N(C=1C=CC(NC2=NC(NC3CC3)=C4N=CNC4=N2)=CC1)CC)C,CCNc1ccc(Nc2nccc(N)n2)cc1,0.54
O=C(N(C=1C=CC(NC2=NC(NC3CC3)=C4N=CNC4=N2)=CC1)CC)C,CCN(C=O)c1ccc(Nc2nccc(NC)n2)cc1,0.64
O=C(N(C=1C=CC(NC2=NC(NC3CC3)=C4N=CNC4=N2)=CC1)CC)C,CNc1ccnc(Nc2ccc(N(C)C=O)cc2)n1,0.68
O=C(N(C=1C=CC(NC2=NC(NC3CC3)=C4N=CNC4=N2)=CC1)CC)C,CNc1ccnc(Nc2ccc(N(C)C)cc2)n1,0.69
O=C(N(C=1C=CC(NC2=NC(NC3CC3)=C4N=CNC4=N2)=CC1)CC)C,CN(C)c1ccc(Nc2nccc(N)n2)cc1,0.58
